,id,name,host_id,host_name,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_identity_verified,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms
945,23093494,#12 Tallow Beach Houses  - Arbour,168989378,Tallow Beach Houses,2018-01-20,within an hour,100%,96%,t,9,t,BYRON SHIRE COUNCIL,,-28.67807,153.61604,Entire cottage,Entire home/apt,4,2.0,2 baths,2.0,3.0,$540.00,3,90,2,5,30,90,3.5,70.2,t,3,16,36,219,45,8,1,4.91,4.93,4.87,4.98,4.96,4.89,4.8,f,9,9,0
955,23234904,'DragonFly' Luxury Treetop House @ Oasis Resort,5884843,Stu,2013-04-11,within an hour,100%,99%,t,2,t,BYRON SHIRE COUNCIL,,-28.66264,153.61705,Entire home,Entire home/apt,4,2.0,2 baths,2.0,2.0,$446.00,3,30,3,7,1125,1125,3.8,1125.0,t,4,11,18,204,283,43,4,4.98,4.98,4.97,4.97,4.98,4.93,4.89,f,2,2,0
956,23237970,"Quite Riverforest retreat, a short drive to Byron",2411874,Kate,2012-05-19,within a day,94%,39%,t,3,t,BYRON SHIRE COUNCIL,,-28.52705,153.54691,Entire home,Entire home/apt,4,1.0,1 bath,2.0,4.0,$341.00,2,1125,2,2,1125,1125,2.0,1125.0,t,10,21,51,136,9,4,0,5.0,4.89,5.0,5.0,5.0,5.0,4.78,f,3,2,1
957,23292973,Valley Views,127614943,Janette,2017-04-25,within an hour,100%,91%,t,1,t,LISMORE CITY COUNCIL,,-28.77279,153.29819,Farm stay,Entire home/apt,2,1.0,1 bath,1.0,1.0,$135.00,2,30,2,3,30,30,2.1,30.0,t,8,38,68,68,34,17,1,4.91,5.0,4.91,5.0,5.0,4.97,4.94,f,1,1,0
958,23296518,Lovely King Single room in spacious house,95813222,Catherine,2016-09-19,within a few hours,100%,75%,t,4,t,LISMORE CITY COUNCIL,,-28.82371,153.33898,Private room in home,Private room,1,2.0,2 shared baths,0.0,1.0,$65.00,2,30,2,2,30,30,2.0,30.0,t,0,0,14,14,30,9,2,4.97,5.0,5.0,5.0,5.0,4.97,5.0,f,4,0,4
959,23311596,Alberi at Eden - Private Studio Apartment,52489141,Antonietta,2015-12-28,within an hour,100%,100%,t,1,t,BALLINA SHIRE COUNCIL,,-28.85271,153.46916,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,1.0,$188.00,2,14,2,2,1125,1125,2.0,1125.0,t,5,8,31,74,276,30,5,5.0,4.98,5.0,5.0,5.0,4.96,4.96,f,1,1,0
964,23346229,Comfort in the Cane Fields,69751720,James,2016-05-01,within an hour,100%,99%,t,1,t,CLARENCE VALLEY COUNCIL,,-29.51927,153.18825,Entire guesthouse,Entire home/apt,6,3.5,3.5 baths,3.0,4.0,$145.00,1,1125,1,1,1125,1125,1.0,1125.0,t,4,7,34,298,329,46,1,4.99,4.98,4.97,4.99,5.0,4.93,4.96,f,1,1,0
983,23474058,“Azile” 1875 Victorian red brick Duplex,8072077,Deborah,2013-08-10,within an hour,100%,100%,t,5,t,CLARENCE VALLEY COUNCIL,,-29.692421,152.937943,Entire home,Entire home/apt,5,1.0,1 bath,2.0,3.0,$160.00,2,28,2,3,6,1125,2.1,1062.4,t,9,39,66,107,56,4,0,4.82,4.91,4.82,4.95,5.0,4.86,4.8,f,5,5,0
984,23486144,"Studio style living, Rural area close to Grafton",165560524,Paula And Craig,2018-01-03,within an hour,100%,100%,t,1,t,CLARENCE VALLEY COUNCIL,,-29.69241,152.98696,Entire guesthouse,Entire home/apt,4,1.0,1 bath,1.0,4.0,$95.00,2,31,2,2,31,31,2.0,31.0,t,0,17,47,47,124,26,3,4.92,4.93,4.93,4.96,4.96,4.85,4.89,f,1,1,0
985,23488330,Chesson Lodge- Beautiful Views & Pool in Uki NSW,112582105,Gary,2017-01-21,within an hour,100%,100%,t,4,t,TWEED SHIRE COUNCIL,,-28.41486,153.33548,Entire home,Entire home/apt,8,3.5,3.5 baths,4.0,4.0,$861.00,1,1125,1,3,2,1125,1.4,634.6,t,2,3,6,163,55,6,0,4.96,4.93,5.0,4.98,5.0,4.87,4.78,t,4,4,0
991,23528084,"'Poet's Song', right in the heart of Byron",14068206,Emma,2014-04-09,within an hour,100%,98%,t,2,t,BYRON SHIRE COUNCIL,,-28.64683,153.61589,Entire townhouse,Entire home/apt,4,2.0,2 baths,2.0,3.0,$357.00,3,30,3,3,30,30,3.0,30.0,t,11,31,48,119,168,35,1,4.96,4.95,4.93,4.99,4.99,4.97,4.82,f,2,2,0
993,23597341,Beachside Villa - Private Room Balcony & Bathroom,10306459,Jane,2013-11-28,,,83%,t,11,t,BYRON SHIRE COUNCIL,,-28.6875,153.61073,Private room in townhouse,Private room,2,1.5,1.5 baths,1.0,1.0,$130.00,3,21,3,3,1125,1125,3.0,1125.0,t,0,0,0,15,138,8,0,4.94,4.98,4.95,4.98,4.98,4.89,4.88,f,11,10,1
995,23620063,Shangri-La in Cabarita Beach,8528770,Melissa,2013-08-30,within an hour,100%,100%,t,1,t,TWEED SHIRE COUNCIL,,-28.33561,153.57282,Entire townhouse,Entire home/apt,6,2.5,2.5 baths,3.0,4.0,$431.00,2,1125,2,2,1125,1125,2.0,1125.0,t,2,29,56,100,82,13,0,4.93,4.94,4.74,4.99,4.99,4.96,4.72,f,1,1,0
998,23633814,The Grand Half Villa - Downstairs only.,22256665,Alex,2014-10-07,within an hour,100%,91%,t,6,t,BYRON SHIRE COUNCIL,,-28.64565,153.60743,Entire villa,Entire home/apt,2,1.0,1 bath,1.0,1.0,$345.00,2,14,2,2,14,14,2.0,14.0,t,6,28,58,323,20,0,0,4.8,4.7,4.75,4.95,4.85,4.75,4.85,f,6,6,0
999,23650365,Byron Getaway #10 Poolside Apartment,110526288,Byron Beachside,2017-01-08,within an hour,100%,100%,t,19,t,BYRON SHIRE COUNCIL,,-28.64004,153.60652,Entire condo,Entire home/apt,3,,1 bath,1.0,,,90,1125,90,90,1125,1125,90.0,1125.0,t,12,42,59,170,22,0,0,4.55,4.82,4.82,4.86,4.82,4.95,4.64,t,17,17,0
1000,23651951,Butter Factory Warehouse Apartment #9,110526288,Byron Beachside,2017-01-08,within an hour,100%,100%,t,19,t,BYRON SHIRE COUNCIL,,-28.64869,153.61367,Entire rental unit,Entire home/apt,6,2.0,2 baths,3.0,5.0,"$1,032.00",90,1125,3,3,99,99,3.0,99.0,t,3,10,24,144,9,2,0,4.78,4.67,4.78,4.67,4.56,5.0,4.67,t,17,17,0
1003,23671135,A Piece of Paradise with a pool and dog friendly,157719866,Abby,2017-11-06,within a day,100%,93%,t,1,t,BYRON SHIRE COUNCIL,,-28.68065,153.6066,Private room in home,Private room,2,1.0,1 private bath,1.0,1.0,$211.00,1,3,1,1,3,3,1.0,3.0,t,11,11,11,11,32,11,0,4.94,4.81,5.0,4.91,4.94,4.97,4.81,f,1,0,1
1005,23675620,FarmHaus @ Rescue Sanctuary Coastal Paradise,5569094,B,2013-03-21,within an hour,100%,100%,t,2,t,TWEED SHIRE COUNCIL,,-28.46427,153.45234,Farm stay,Entire home/apt,10,1.0,1 bath,1.0,5.0,$297.00,2,1124,2,4,1124,1124,2.1,1124.0,t,19,49,79,350,40,6,0,4.98,4.9,4.95,4.95,4.98,4.95,4.78,f,1,1,0
1006,23714736,KALANI TINY HOUSE in Suffolk Park - Byron Bay,167590629,Andrew,2018-01-13,within an hour,100%,64%,t,1,t,BYRON SHIRE COUNCIL,,-28.6877,153.60648,Entire home,Entire home/apt,2,1.0,1 bath,1.0,1.0,$146.00,2,300,2,6,300,300,2.3,300.0,t,9,39,56,90,156,28,4,4.99,4.99,5.0,5.0,4.99,4.97,4.95,f,1,1,0
1011,23790430,#08 Tallow Beach Houses - Sandcastle,168989378,Tallow Beach Houses,2018-01-20,within an hour,100%,96%,t,9,t,BYRON SHIRE COUNCIL,,-28.67806,153.61697,Entire cottage,Entire home/apt,4,2.0,2 baths,2.0,3.0,$567.00,3,30,2,5,30,90,3.5,40.5,t,6,24,34,195,74,13,1,4.84,4.85,4.85,4.93,4.95,4.97,4.62,f,9,9,0
1013,23831740,"1Tropical hide away has AC, No smoking on property",71602443,Russell And Lily,2016-05-12,,,89%,t,1,t,BYRON SHIRE COUNCIL,,-28.656967,153.615768,Entire guesthouse,Entire home/apt,2,,1 bath,1.0,,,2,150,2,2,150,150,2.0,150.0,t,0,0,0,0,287,1,0,4.89,4.95,4.93,4.97,4.96,4.86,4.83,f,1,1,0
1014,23860649,Kookaburra Cottage at Uralba Eco Cottages,179226510,Julie,2018-03-18,within an hour,100%,100%,t,1,t,KYOGLE COUNCIL,,-28.5533,153.07678,Entire cottage,Entire home/apt,2,1.0,1 bath,1.0,1.0,$143.00,2,14,2,2,1125,1125,2.0,1125.0,t,6,27,54,140,200,22,1,4.98,4.99,4.95,4.98,5.0,4.94,4.96,t,1,1,0
1017,23882754,Jade  - Byron Bay Beach retreat,13743583,Melissa,2014-03-31,within an hour,100%,99%,t,5,t,BYRON SHIRE COUNCIL,,-28.63571,153.60055,Entire guesthouse,Entire home/apt,2,1.0,1 bath,1.0,1.0,$269.00,2,1124,1,2,1125,1125,2.0,1125.0,t,1,15,37,66,325,59,3,4.88,4.9,4.94,4.97,4.95,4.9,4.63,f,5,5,0
1018,23885478,Bam - Byron Bay beach retreat,13743583,Melissa,2014-03-31,within an hour,100%,99%,t,5,t,BYRON SHIRE COUNCIL,,-28.63698,153.60217,Entire guest suite,Entire home/apt,2,1.0,1 bath,1.0,1.0,$269.00,2,1124,1,2,1125,1125,2.0,1125.0,t,3,22,43,69,361,51,4,4.88,4.9,4.97,4.96,4.94,4.91,4.65,f,5,5,0
1020,23903526,Wolf - Byron Bay Beach retreat,13743583,Melissa,2014-03-31,within an hour,100%,99%,t,5,t,BYRON SHIRE COUNCIL,,-28.63870620727539,153.60354614257812,Entire guest suite,Entire home/apt,2,1.0,1 bath,0.0,1.0,$269.00,2,1124,1,2,1,1125,2.0,1119.9,t,4,12,18,45,315,56,1,4.9,4.93,4.97,4.93,4.95,4.92,4.71,f,5,5,0
1021,23905178,White Hawk House - Byron Bay beach retreat,13743583,Melissa,2014-03-31,within an hour,100%,99%,t,5,t,BYRON SHIRE COUNCIL,,-28.63623,153.60127,Entire home,Entire home/apt,8,0.5,Half-bath,4.0,4.0,"$1,707.00",5,1124,5,5,1124,1124,5.0,1124.0,t,13,43,73,132,12,1,0,5.0,4.92,4.92,5.0,5.0,5.0,4.75,f,5,5,0
1022,23929649,Your Luxury Escape - Sway,152421180,Your Luxury Escape,2017-09-28,within a few hours,84%,99%,t,66,t,BYRON SHIRE COUNCIL,,-28.63938,153.62728,Entire home,Entire home/apt,11,4.0,4 baths,5.0,5.0,"$2,396.00",2,1125,2,5,30,90,2.7,30.4,t,1,18,39,314,45,9,0,4.87,4.82,4.91,4.91,4.89,4.91,4.64,f,66,61,5
1024,23966482,Barefoot Bungalow - Beachfront Byron Bay,180239404,Kim And Adam,2018-03-24,within an hour,100%,100%,t,1,t,BYRON SHIRE COUNCIL,,-28.64407,153.61819,Entire rental unit,Entire home/apt,8,1.0,1 bath,3.0,4.0,$900.00,3,14,2,6,1125,1125,3.1,1125.0,t,2,15,40,251,176,40,0,4.98,4.98,4.94,4.99,4.99,4.99,4.8,f,1,1,0
1025,23982498,Nature immersed cabin in Byron bay hinterlands,6303277,Jen,2013-05-09,within an hour,100%,100%,t,3,t,BYRON SHIRE COUNCIL,,-28.60357,153.51862,Entire cabin,Entire home/apt,3,1.0,1 bath,1.0,2.0,$142.00,1,1125,1,5,1125,1125,2.0,1125.0,t,5,31,61,331,319,39,5,4.84,4.9,4.82,4.93,4.91,4.92,4.79,t,3,3,0
1026,24007466,Nimbin Mountain View Town House,180657397,Mark,2018-03-26,within an hour,100%,91%,t,2,t,LISMORE CITY COUNCIL,,-28.59906,153.22536,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,$146.00,2,30,2,2,1125,1125,2.0,1125.0,t,9,36,66,147,170,33,1,4.88,4.91,4.91,4.93,4.94,4.95,4.86,t,2,1,1
1027,24024214,Peaceful style and comfort in Beautiful Brunz!,20904425,George And Fay,2014-09-03,within an hour,100%,96%,t,1,t,BYRON SHIRE COUNCIL,,-28.54297,153.54521,Entire guest suite,Entire home/apt,4,1.0,1 bath,2.0,3.0,$183.00,2,30,2,3,30,30,2.1,30.0,t,16,46,49,49,127,18,0,4.9,4.94,4.98,4.96,4.99,4.93,4.83,f,1,1,0
1028,24024310,Beach Bungalow,21615162,Ulrike & Richard,2014-09-21,within an hour,100%,100%,t,1,t,BYRON SHIRE COUNCIL,,-28.68099,153.61522,Entire home,Entire home/apt,4,1.5,1.5 baths,2.0,3.0,$293.00,4,1125,2,4,1125,1125,4.0,1125.0,t,4,19,49,92,103,8,0,4.85,4.9,4.83,4.97,4.98,4.91,4.8,f,1,1,0
1029,24027588,"Near Bangalow, Peaceful Rain forest apartment",180831475,Peter,2018-03-27,within an hour,100%,97%,t,2,t,BYRON SHIRE COUNCIL,,-28.70001,153.49047,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,2.0,$176.00,2,21,2,2,1125,1125,2.0,1125.0,t,6,29,59,76,190,36,2,4.95,4.96,4.92,4.98,4.98,4.96,4.92,f,1,1,0
1030,24048521,Oasis 3 Yamba,161080313,Maxine,2017-12-03,within an hour,100%,100%,t,3,t,CLARENCE VALLEY COUNCIL,,-29.43982,153.34339,Private room in bed and breakfast,Private room,2,1.0,1 shared bath,1.0,1.0,$120.00,1,1125,1,1,1125,1125,1.0,1125.0,t,10,10,10,10,56,4,0,4.89,4.98,5.0,5.0,4.93,4.75,4.77,t,3,0,3
1032,24088196,"Vintage van 'Stevie' w. Mt views, food",4658346,Katie,2013-01-10,within a few hours,100%,91%,t,1,t,TWEED SHIRE COUNCIL,,-28.37437,153.14036,Camper/RV,Entire home/apt,2,1.0,1 bath,1.0,1.0,$289.00,2,2,1,2,2,2,1.3,2.0,t,7,31,59,201,182,25,3,4.97,4.98,5.0,4.99,4.99,4.99,4.93,f,1,1,0
1036,24172022,"Boulders Beach Retreat - pool, tennis court",29187972,Joanna,2015-03-11,within an hour,100%,87%,t,5,t,BALLINA SHIRE COUNCIL,,-28.81902,153.59378,Entire home,Entire home/apt,14,4.0,4 baths,6.0,9.0,"$2,121.00",2,30,2,2,30,30,2.0,30.0,t,3,24,52,280,95,12,0,4.92,4.87,4.85,4.97,4.93,4.94,4.71,f,4,4,0
1038,24210306,Byron Bay Accom - Pacifica - 48a Shirley Lane,7633683,Byron Bay Accom,2013-07-21,within an hour,94%,100%,t,63,t,BYRON SHIRE COUNCIL,,-28.64053,153.60436,Entire home,Entire home/apt,6,2.0,2 baths,3.0,4.0,$790.00,3,30,3,5,99,99,3.3,99.0,t,6,25,39,275,13,2,0,4.46,4.77,4.46,4.23,4.46,4.69,4.23,t,61,61,0
1039,24336293,Aqua @ Lennox Head,133445462,LJ Hooker,2017-06-04,within an hour,100%,100%,t,22,t,BALLINA SHIRE COUNCIL,,-28.80272,153.59765,Entire home,Entire home/apt,6,2.0,2 baths,3.0,4.0,$448.00,3,1125,3,7,3,1125,3.5,123.6,t,13,24,45,258,66,12,1,4.8,4.79,4.62,4.86,4.86,4.97,4.65,t,22,22,0
1044,24431504,"Byron Bay North, Tranquil Beach Cottage",24052820,Joanne,2014-11-23,within an hour,100%,91%,t,3,t,BYRON SHIRE COUNCIL,,-28.4944,153.54677,Entire cottage,Entire home/apt,4,,1 bath,2.0,,,1,124,1,1,124,124,1.0,124.0,t,0,0,0,0,30,6,0,4.8,4.8,4.83,4.97,4.97,4.97,4.43,f,3,2,1
1047,24508676,Garden getaway close to Lismore and Bangalow.,32547697,Maureen,2015-05-04,within an hour,100%,97%,t,1,t,LISMORE CITY COUNCIL,,-28.76869,153.34169,Entire guest suite,Entire home/apt,2,1.0,1 bath,1.0,1.0,$126.00,1,4,1,1,4,4,1.0,4.0,t,23,53,83,263,134,21,3,4.86,4.9,4.92,4.94,4.92,4.78,4.78,t,1,1,0
1051,24714969,"Ichiban Park -.Yamato listing ""Great Harmony"".",185835105,Michael,2018-04-23,within an hour,100%,98%,t,1,t,LISMORE CITY COUNCIL,,-28.60632,153.21579,Entire home,Entire home/apt,6,1.0,1 bath,3.0,3.0,$50.00,1,105,1,1,105,105,1.0,105.0,t,14,14,14,212,257,29,2,4.7,4.63,4.65,4.89,4.9,4.84,4.76,f,1,1,0
1075,24853634,The Jewel of the Valley,967761,Jamie,2011-08-14,within an hour,100%,100%,t,2,t,BYRON SHIRE COUNCIL,,-28.59892,153.39871,Entire bungalow,Entire home/apt,2,1.0,1 bath,1.0,1.0,$160.00,2,365,1,4,1125,1125,2.8,1125.0,t,4,16,16,16,218,60,3,4.87,4.91,4.71,4.93,4.95,4.89,4.81,f,2,2,0
1077,24947818,King/Twin Ensuite Room@Byron Springs,98088251,Susan,2016-10-05,within an hour,100%,99%,t,11,t,BYRON SHIRE COUNCIL,,-28.65996,153.61564,Room in boutique hotel,Private room,2,0.0,0 shared baths,0.0,1.0,$269.00,1,1125,1,1,1125,1125,1.0,1125.0,t,13,43,71,337,54,7,0,4.91,4.91,4.93,4.98,4.98,4.81,4.85,t,11,1,10
1078,24948652,QUEEN room with EXTERNAL bathroom@ByronSprings,98088251,Susan,2016-10-05,within an hour,100%,99%,t,11,t,BYRON SHIRE COUNCIL,,-28.66144,153.61452,Private room in bed and breakfast,Private room,2,0.0,0 shared baths,0.0,1.0,$217.00,1,1125,1,1,1125,1125,1.0,1125.0,t,5,19,37,297,59,10,0,4.97,4.98,4.98,4.92,4.92,4.83,4.81,t,11,1,10
1079,24949238,Queen bed ensuite room@ByronSprings,98088251,Susan,2016-10-05,within an hour,100%,99%,t,11,t,BYRON SHIRE COUNCIL,,-28.66231,153.61466,Room in boutique hotel,Private room,2,0.0,0 shared baths,0.0,1.0,$249.00,1,1125,1,1,1125,1125,1.0,1125.0,t,13,40,68,333,140,60,1,4.94,4.94,4.96,4.96,4.96,4.84,4.85,t,11,1,10
1081,24972809,Peaceful Yurt nestled within nature,45458075,Jesse,2015-09-30,within an hour,100%,100%,t,1,t,TWEED SHIRE COUNCIL,,-28.43098,153.32127,Yurt,Entire home/apt,2,1.0,1 bath,1.0,1.0,$173.00,2,1125,2,2,1125,1125,2.0,1125.0,t,1,1,1,1,118,28,5,4.91,4.88,4.8,4.85,4.86,4.93,4.85,t,1,1,0
1083,25017184,Mullum Magic,4705700,Tracy Lee,2013-01-14,within an hour,100%,90%,t,4,t,BYRON SHIRE COUNCIL,,-28.55285,153.50459,Private room in home,Private room,2,1.0,1 private bath,1.0,2.0,$80.00,90,1125,90,90,1125,1125,90.0,1125.0,t,0,0,0,228,0,0,0,,,,,,,,t,3,2,1
1088,25112606,ARANA BEACHFRONT BEACH HOUSE-LUXURY COMFORT STYLE,1354295,Diane,2011-10-31,within an hour,96%,96%,t,14,t,TWEED SHIRE COUNCIL,,-28.30194,153.57294,Entire home,Entire home/apt,8,3.0,3 baths,4.0,5.0,"$1,224.00",2,730,2,7,730,730,2.5,730.0,t,4,21,51,274,37,10,1,4.7,4.78,4.81,4.89,4.78,5.0,4.57,t,9,9,0
1089,25193570,Castions - Lennox Head,190217827,Tess,2018-05-18,within an hour,100%,100%,t,66,t,BALLINA SHIRE COUNCIL,,-28.78902,153.59277,Entire villa,Entire home/apt,5,1.0,1 bath,3.0,4.0,$528.00,1,1125,3,7,99,99,4.5,99.0,t,0,0,0,254,17,0,0,4.47,4.53,4.53,4.82,4.76,5.0,4.59,t,65,65,0
1090,25193883,Little Green Beach House,190217827,Tess,2018-05-18,within an hour,100%,100%,t,66,t,BALLINA SHIRE COUNCIL,,-28.79237174987793,153.5931396484375,Entire home,Entire home/apt,4,1.0,1 bath,2.0,3.0,$336.00,3,90,3,7,99,99,4.4,99.0,t,7,31,57,325,17,5,1,4.71,4.82,4.71,4.94,4.82,4.94,4.76,t,65,65,0
1091,25193910,Pandanus - Lennox Head,190217827,Tess,2018-05-18,within an hour,100%,100%,t,66,t,BALLINA SHIRE COUNCIL,,-28.79924,153.59306,Entire home,Entire home/apt,8,3.0,3 baths,4.0,8.0,$621.00,1,90,4,7,99,99,5.6,99.0,t,8,24,51,308,20,4,0,4.85,4.95,4.8,4.9,4.75,4.9,4.65,t,65,65,0
1092,25193913,Quarterdeck Unit 2 - Lennox Head,190217827,Tess,2018-05-18,within an hour,100%,100%,t,66,t,BALLINA SHIRE COUNCIL,,-28.8031,153.59728,Entire rental unit,Entire home/apt,5,2.0,2 baths,2.0,3.0,$446.00,1,1125,3,7,99,99,3.4,99.0,t,9,26,49,292,24,4,0,4.58,4.71,4.54,4.83,4.79,4.96,4.58,t,65,65,0
1093,25193917,Rayner's Secret,190217827,Tess,2018-05-18,within an hour,100%,100%,t,66,t,BALLINA SHIRE COUNCIL,,-28.79711,153.59413,Entire villa,Entire home/apt,6,2.0,2 baths,3.0,4.0,$557.00,3,90,3,7,99,99,4.2,99.0,t,7,29,57,313,11,1,0,4.64,4.82,4.91,5.0,4.91,5.0,4.82,t,65,65,0
1094,25193977,Sunrise Reef 4,190217827,Tess,2018-05-18,within an hour,100%,100%,t,66,t,BALLINA SHIRE COUNCIL,,-28.79856,153.59328,Entire villa,Entire home/apt,6,2.0,2 baths,3.0,4.0,$558.00,3,90,3,7,99,99,4.4,99.0,t,7,10,40,294,6,1,0,4.83,5.0,4.5,5.0,5.0,5.0,4.5,t,65,65,0
1095,25237221,Brunswick Heads village. Fantastic beach cottage!!,14653735,Barbara,2014-04-23,within an hour,100%,100%,t,1,t,BYRON SHIRE COUNCIL,,-28.54554,153.54587,Entire cottage,Entire home/apt,4,2.0,2 baths,2.0,2.0,$350.00,3,1125,3,5,1125,1125,3.0,1125.0,t,1,3,20,92,112,20,1,4.96,4.96,4.95,4.99,4.99,4.85,4.86,f,1,1,0
1096,25238488,The Hut Guesthouse,38719934,Anna,2015-07-17,within a few hours,100%,98%,t,2,t,BYRON SHIRE COUNCIL,,-28.67106,153.49228,Entire home,Entire home/apt,14,4.0,4 baths,6.0,9.0,"$1,229.00",3,365,3,21,1125,1125,6.6,1125.0,t,6,14,31,201,104,14,0,4.95,4.9,4.81,4.99,4.95,4.99,4.8,f,2,2,0
1099,25277058,Seascape - Lennox Head,190217827,Tess,2018-05-18,within an hour,100%,100%,t,66,t,BALLINA SHIRE COUNCIL,,-28.7872,153.59338,Entire home,Entire home/apt,8,3.0,3 baths,4.0,5.0,$866.00,1,1125,3,5,99,99,4.1,99.0,t,8,24,43,260,37,6,0,4.68,4.68,4.59,4.81,4.76,5.0,4.65,t,65,65,0
1100,25329680,"The Old Dairy, romantic hideaway, 5 mins to beach",6206840,Todd,2013-05-03,within an hour,100%,99%,t,2,t,TWEED SHIRE COUNCIL,,-28.38976,153.50194,Entire bungalow,Entire home/apt,4,1.0,1 bath,1.0,3.0,$204.00,2,1125,1,2,1125,1125,2.0,1125.0,t,2,19,49,139,285,37,0,4.97,4.96,4.96,5.0,5.0,4.98,4.88,f,2,2,0
1102,25430955,Pottsville Luxury Villa - Privacy Luxury Comfort,191982769,Shane,2018-05-28,within a few hours,100%,96%,t,1,t,TWEED SHIRE COUNCIL,,-28.40305,153.56224,Entire guest suite,Entire home/apt,2,1.0,1 bath,1.0,1.0,$204.00,3,14,3,3,14,14,3.0,14.0,t,5,19,49,130,70,15,1,4.89,4.93,4.99,4.97,4.97,4.8,4.81,f,1,1,0
1104,25488654,Tin Horse Ranch - Byron Hinterland retreat,113902215,David,2017-01-29,within an hour,100%,100%,t,1,t,BALLINA SHIRE COUNCIL,,-28.77662,153.46791,Entire home,Entire home/apt,16,4.0,4 baths,7.0,8.0,"$1,133.00",3,365,3,3,1125,1125,3.0,1125.0,t,11,28,55,309,79,19,2,4.9,4.9,4.91,4.99,4.91,4.94,4.82,f,1,1,0
1106,25491404,King/twin ensuite min 3N @ByronSprings,98088251,Susan,2016-10-05,within an hour,100%,99%,t,11,t,BYRON SHIRE COUNCIL,,-28.66018,153.61449,Private room in bed and breakfast,Private room,2,1.0,1 shared bath,0.0,0.0,$262.00,3,1125,3,3,1125,1125,3.0,1125.0,t,13,43,71,337,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,t,11,1,10
1107,25491564,QUEEN room with external bathroom min 3N,98088251,Susan,2016-10-05,within an hour,100%,99%,t,11,t,BYRON SHIRE COUNCIL,,-28.66184,153.61559,Private room in bed and breakfast,Private room,2,1.0,1 shared bath,0.0,0.0,$218.00,3,1125,3,3,1125,1125,3.0,1125.0,t,5,19,37,297,0,0,0,,,,,,,,t,11,1,10
1108,25491585,QUEEN room with external bathroom min 2N,98088251,Susan,2016-10-05,within an hour,100%,99%,t,11,t,BYRON SHIRE COUNCIL,,-28.66071,153.6147,Private room in bed and breakfast,Private room,2,1.0,1 shared bath,0.0,0.0,$218.00,2,1125,2,2,1125,1125,2.0,1125.0,t,5,19,37,297,3,1,0,4.33,4.33,4.67,4.67,4.67,4.67,4.33,t,11,1,10
1109,25491653,King/twin ensuite room min 2N @ByronSprings,98088251,Susan,2016-10-05,within an hour,100%,99%,t,11,t,BYRON SHIRE COUNCIL,,-28.66196,153.61563,Private room in bed and breakfast,Private room,2,1.0,1 shared bath,0.0,0.0,$269.00,2,1125,2,2,1125,1125,2.0,1125.0,t,13,43,71,337,8,0,0,5.0,5.0,5.0,5.0,5.0,4.75,4.75,t,11,1,10
1110,25491766,Queen bed ensuite room min 2N @ByronSprings,98088251,Susan,2016-10-05,within an hour,100%,99%,t,11,t,BYRON SHIRE COUNCIL,,-28.66013,153.61426,Private room in bed and breakfast,Private room,2,1.0,1 shared bath,0.0,0.0,$249.00,2,1125,2,2,1125,1125,2.0,1125.0,t,13,40,68,333,2,0,0,4.0,4.0,5.0,4.0,4.0,3.5,3.0,t,11,1,10
1111,25491816,Queen bed ensuite room min 3N @ByronSprings,98088251,Susan,2016-10-05,within an hour,100%,99%,t,11,t,BYRON SHIRE COUNCIL,,-28.66004,153.61488,Private room in bed and breakfast,Private room,2,1.0,1 shared bath,0.0,0.0,$239.00,3,1125,3,3,1125,1125,3.0,1125.0,t,13,40,68,333,0,0,0,,,,,,,,t,11,1,10
1117,25782108,Evans Head comfortable family holiday home,193759791,Jeanne,2018-06-05,within an hour,100%,94%,t,1,t,RICHMOND VALLEY COUNCIL,,-29.11426,153.43043,Entire home,Entire home/apt,8,1.0,1 bath,4.0,6.0,$175.00,2,20,2,2,20,20,2.0,20.0,t,4,12,42,111,155,42,5,4.85,4.86,4.61,4.99,4.98,4.95,4.91,f,1,1,0
1118,25815597,Tranquil Family Beach Retreat with Pool,6358930,Margo And Steve,2013-05-13,within a few hours,100%,63%,t,1,t,TWEED SHIRE COUNCIL,,-28.20388,153.56737,Entire home,Entire home/apt,12,2.0,2 baths,5.0,8.0,"$1,160.00",3,90,1,5,90,90,3.1,90.0,t,4,15,34,258,141,23,2,4.99,4.99,4.98,4.99,4.98,4.96,4.88,f,1,1,0
